First Name,Last Name,Phone,Email,Company Name,City,State,Website,Tags
,,8172511000,,the L.A.B. med spa DALLAS,,,https://www.thelabmedspa.com/,
,,9727624636,,Bella MedSpa - Dallas MedSpa,,,http://www.bellamedspadfw.com/,
,,4697890004,,It's A Secret Med Spa,,,https://secretmedspa.com/dallas-tx/,
,,8176622550,,R&R Aesthetics & Wellness,,,http://www.rrawellness.com/,
,,2149889188,,OMNI SCULPT MD: Med Spa,,,https://www.omnisculptmd.com/?utm_source=GMB&utm_medium=organic&utm_campaign=gbp-practice,
,,8178598223,,Vitalyc Medspa | Southlake,,,https://www.vitalyc.com/locations/southlake/?utm_source=google&utm_medium=organic&utm_campaign=google+my+business,
,,2149090196,,Skin Glow Medspa,,,https://skinglow-medspa.com/,
,,8173799937,,Hidden Door Medspa,,,http://www.hiddendoorspa.com/,
,,9729546422,,Vitalyc Medspa | Highland Park,,,https://www.vitalyc.com/locations/dallas/?utm_source=google&utm_medium=organic&utm_campaign=google+my+business,
,,4697303333,,Mara's Med Spa,,,https://www.marasmedspa.com/,
,,2148657800,,Aurum Health,,,http://www.aurumhealth.com/,
,,4696933887,,Zelene Head Spa Mansfield,,,https://zelenespa.com/,
,,4696389368,,Revive Primary Care & Med Spa - Highland Park,,,https://revivepcms.com/highland-park/,
,,4698281732,,Skin Damsel Aesthetics,,,http://skindamsel.com/,
,,2149804371,,Bare Aesthetics Dallas,,,http://www.bareaestheticsdallas.com/,
,,4697728716,,Vitalyc Medspa | Oak Lawn,,,http://www.vitalyc.com/,
,,4695188195,,Ember Medical Spa,,,https://embermedspadallas.com/,
,,9723317727,,Modern Medical Spa,,,http://www.modernmedicalspa.com/,
,,9258088222,,The Body Scrubbery,,,https://thebodyscrubberytexas.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,
,,8175466772,,The MedSpa of DFW,,,https://medspaofdfw.com/,
,,4698091991,,Sleek Aesthetics Medspa-Dallas,,,https://www.sleek-aesthetics.com/,
,,8174888848,,Hidden Door,,,http://www.hiddendoorspa.com/,
,,4696584800,,4Ever Young Med Spa & Wellness Center - Flower Mound,,,https://4everyoungantiaging.com/flower-mound/?utm_source=google&utm_medium=organic&utm_campaign=gbp-flower-mound,
,,8176703283,,Vitalyc Medspa | Fort Worth,,,https://www.vitalyc.com/locations/fort-worth/?utm_source=google&utm_medium=organic&utm_campaign=google+business+profile,
,,8172290014,,Bougie Aesthetics,,,https://www.bougieaesthetics.net/,
,,2148337108,,Rejuvia Wellness and Medical Spa,,,https://rejuviawellness.com/,
,,4692799897,,DFW MEDICAL SPA,,,http://www.dfwmedspabeauty.com/,
,,8174840300,,Skinique Med Spa & Wellness,,,http://www.skiniquemedspa.com/,
,,2143082570,,The Derm Lounge Aesthetics & Longevity,,,https://thedermlounge.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb,
,,6825931442,,Olysis Med Spa,,,https://www.olysismedspa.com/,
,,2145212112,,Riviera Spa - Uptown Knox Travis Walk,,,https://rivieraspadallas.com/?utm_source=google&utm_medium=biz-profile&utm_campaign=gbp-main&utm_term=uptown,
,,9729702630,,Novuskin Med Spa Frisco,,,https://www.novuskin.com/med-spa-frisco/,
,,2142161033,,InjectCo MedSpa Dallas,,,https://injectco.com/services/med-spa-dallas-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp-dallas,
,,2148274200,,Pure Spa,,,http://www.purespaandsalon.com/,
,,4692470818,,MNML Med Spa,,,https://www.mnmlmedspa.com/,
,,8179949804,,Skin Beauty Med Spa,,,http://www.skinbeautymedspa.com/,
,,9722678424,,The Nook Spa,,,https://thenookspa.com/,
,,2145285554,,Novopelle Med Spa,,,http://www.novopellemedspa.com/,
,,2144844714,,Vivian's Boutique Spa,,,https://www.viviansdallas.com/,
,,9729082772,,Youthful Infusion Med Spa,,,https://www.youthfulinfusionmedspa.com/,
,,2147640350,,VIO Med Spa,,,https://www.viomedspa.com/locations/casa-linda,
,,2146867826,,Sedo Laser,,,http://www.sedolaser.com/,
,,9728972355,cloudninemedspa@gmail.com,Cloud9 Med Spa,,,https://cloudninemedspadfw.com/,
,,9723923895,marie@skinspamed.com,SkinSpaMED,,,http://skinspamed.com/,
,,4697554235,info@oneseventymedspa.com,One Seventy Med Spa,,,https://www.oneseventymedspa.com/,
,,2147538650,prestonhollow@dermanimedspa.com,dermani MEDSPA Dallas (Preston Hollow),,,https://dermanimedspa.com/dallas-tx-preston-hollow/,
,,9727071200,uvillage@skinspirit.com,SkinSpirit Preston Royal - Dallas,,,https://www.skinspirit.com/locations/preston-royal/,
,,8172142582,cs@drliftspa.com,Dr. Lift Med Spa,,,https://drliftspa.com/,
,,2142414475,elitemedspa3319@gmail.com,Elite Med Spa of Texas,,,https://elitemedspaoftexas.com/,
,,4693366769,Hello@Sanjivamedspa.com,Sanjiva Medical Spa,,,https://sanjivamedspa.com/,
,,2143524111,thehill@hiatusspa.com,Hiatus Day Spa • Med Spa,,,http://www.hiatusspa.com/,
,,8173795511,info@meltspaandmassage.com,Melt Spa and Massage,,,http://www.meltspaandmassage.com/,
,,2145222887,tmsmarketing@totalmedsolutions.com,Total Med Solutions,,,https://totalmedsolutions.com/,
,,8174169366,CorinthianSpa@CorinthianSpa.com,Corinthian Wellness Spa,,,http://www.corinthianspa.com/,
,,2149640860,manager@enlightenMD.com,Enlighten MD,,,http://www.enlightenmd.com/,
,,9728542267,Skinbylucymed@gmail.com,Skin by Lucy Med Spa,,,http://www.skinbylucy.com/,
,,2147296299,Hello@sanctumwell.com,Sanctum Med + Wellness,,,https://www.sanctumwell.com/,
,,4698294200,uvillage@skinspirit.com,SkinSpirit Plano,,,https://www.skinspirit.com/locations/plano/,
,,2144325700,getwell@formulawellness.com,Formula Wellness Uptown (West Village),,,https://formulawellness.com/locations/dallas-tx-uptown-west-village/?utm_source=google&utm_medium=local&utm_campaign=dallas3600-practice-website,
